abbrName	ncbiID	fullName	isolate	strain	norank_57678	serogroup	formaspecialis	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_2812636	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_1437201	norank_186626	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_32525	norank_71240	norank_186625	norank_1489341	infraclass	subclass	norank_4447	norank_1437183	norank_85512	class	norank_2290931	norank_2283794	norank_2692248	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_3208	norank_716546	norank_32523	norank_78536	norank_1338369	norank_58023	norank_3193	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_197562	norank_197563	phylum	norank_1783275	norank_1798711	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_2697495	norank_68336	norank_1783257	norank_1783272	norank_1783270	norank_1935183	norank_33634	norank_2611341	norank_88770	norank_2698737	norank_1206794	norank_33317	norank_33511	norank_33213	norank_6072	subkingdom	kingdom	norank_999999001	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi407821	407821	Stegodyphus mimosarum	407821	407821	407821	407821	407821	407821	407821	407821	407821	407821	407821	407821	407821	407821	407821	175340	175340	175340	175340	175340	175340	175340	175340	175340	175340	175340	175333	175333	175333	175332	74971	74971	74971	74971	74971	74971	74971	74971	74971	74971	74971	74971	6905	6905	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6893	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6843	6843	6843	6843	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi418459	418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459	418459	418459	418459	56615	56615	56615	5297	5297	5297	5297	5297	5297	5297	5297	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	29000	29000	29000	29000	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi436308	436308	Nitrosopumilus maritimus SCM1	436308	436308	436308	436308	436308	436308	436308	338192	338192	338192	338192	338192	338192	338192	338192	338191	338191	338191	338191	338191	338191	338191	338191	338191	338191	338191	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	338190	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	31932	651137	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi44689	44689	Dictyostelium discoideum	44689	44689	44689	44689	44689	44689	44689	44689	44689	44689	44689	44689	44689	44689	44689	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058949	2058949	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	2605435	2605435	2605435	2605435	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	2759	131567	1
ncbi45351	45351	Nematostella vectensis	45351	45351	45351	45351	45351	45351	45351	45351	45351	45351	45351	45351	45351	45351	45351	45350	45350	45350	45350	45350	45350	45350	45350	45350	45350	45350	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	45349	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6103	6102	6102	6102	6102	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6101	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6073	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi4577	4577	Zea mays	4577	4577	4577	4577	4577	4577	4577	4577	4577	4577	4577	4577	4577	4577	4577	4575	1648029	1648029	1648029	1648029	1648029	147429	1648033	147369	147369	147370	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	38820	38820	38820	38820	38820	38820	38820	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	1437197	4447	1437183	1437183	3398	3398	3398	3398	3398	3398	3398	3398	3398	58024	58024	58024	58024	58024	58024	58024	58024	58024	58024	58024	58024	78536	78536	58023	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	33090	33090	33090	33090	33090	2759	131567	1
ncbi4914	4914	Lachancea waltii	4914	4914	4914	4914	4914	4914	4914	4914	4914	4914	4914	4914	4914	4914	4914	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi4932	4932	Saccharomyces cerevisiae	4932	4932	4932	4932	4932	4932	4932	4932	4932	4932	4932	4932	4932	4932	4932	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi4956	4956	Zygosaccharomyces rouxii	4956	4956	4956	4956	4956	4956	4956	4956	4956	4956	4956	4956	4956	4956	4956	4953	4953	4953	4953	4953	4953	4953	4953	4953	4953	4953	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi515635	515635	Dictyoglomus turgidum DSM 6724	515635	515635	515635	515635	515635	515635	515635	513050	513050	513050	513050	513050	513050	513050	513050	13	13	13	13	13	13	13	13	13	13	13	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203488	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203487	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	203486	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	68297	2	131567	1
ncbi5478	5478	[Candida] glabrata	5478	5478	5478	5478	5478	5478	5478	5478	600669	600669	600669	600669	600669	600669	600669	374468	374468	374468	374468	374468	374468	374468	374468	374468	374468	374468	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi559292	559292	Saccharomyces cerevisiae S288C	559292	559292	559292	559292	559292	559292	559292	4932	4932	4932	4932	4932	4932	4932	4932	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi5664	5664	Leishmania major	5664	5664	5664	5664	5664	5664	5664	5664	5664	5664	5664	5664	38581	38581	38568	5658	5658	5658	5658	5658	5658	5658	5658	1286322	1286322	1286322	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704949	2704647	2704647	2704647	2704647	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	33682	33682	33682	33682	33682	33682	33682	33682	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2611352	2759	131567	1
ncbi5722	5722	Trichomonas vaginalis	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5721	5721	5721	5721	5721	5721	5721	5721	5721	5721	5721	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2759	131567	1
ncbi5888	5888	Paramecium tetraurelia	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5884	5884	5884	5884	5884	5884	5884	5884	5884	5884	5884	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	431838	431838	431838	431838	5878	5878	5878	5878	5878	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2759	131567	1
ncbi610380	610380	Harpegnathos saltator	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	604375	604375	604375	604375	604375	604375	141711	141711	43085	43085	43085	36668	36668	36668	2153479	2153479	2153479	2153479	2153479	2153479	2153479	2153479	2153479	7434	7434	7434	7434	7400	7400	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi6239	6239	Caenorhabditis elegans	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6237	6237	6237	6237	6237	6237	6237	6237	55885	55885	55885	6243	6243	6243	55879	55879	55879	55879	55879	55879	55879	55879	55879	2301119	2301119	2301119	2301119	2301116	2301116	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi64091	64091	Halobacterium salinarum NRC-1	64091	64091	64091	64091	64091	64091	64091	2242	2242	2242	2242	2242	2242	2242	2242	2239	2239	2239	2239	2239	2239	2239	2239	2239	2239	2239	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	183963	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi6412	6412	Helobdella robusta	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	55824	55824	55824	55824	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	6340	6340	6340	6340	6340	6340	1206795	1206795	1206795	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi665079	665079	Sclerotinia sclerotiorum 1980 UF-70	665079	665079	665079	665079	665079	665079	665079	5180	5180	5180	5180	5180	5180	5180	5180	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	147548	147548	147548	147548	147548	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi684364	684364	Batrachochytrium dendrobatidis JAM81	684364	684364	684364	684364	684364	684364	684364	109871	109871	109871	109871	109871	109871	109871	109871	100474	100474	100474	100474	100474	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451435	451435	451435	451435	451435	451435	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	4761	4761	4761	4761	4761	4761	4761	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi69014	69014	Thermococcus kodakarensis KOD1	69014	69014	69014	69014	69014	69014	69014	311400	311400	311400	311400	311400	311400	311400	311400	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi6945	6945	Ixodes scapularis	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6944	6944	6944	6944	6944	6944	6944	6944	426442	426442	426442	6939	6939	6939	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	6935	6935	6935	6935	6935	6935	6935	6935	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6933	6933	6933	6933	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6843	6843	6843	6843	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7070	7070	Tribolium castaneum	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7069	7069	1304792	1304792	1304792	1304792	1304792	1304792	1304792	1304792	1304792	7065	7065	7065	71527	71527	71527	71527	71527	71527	71527	71527	71527	41088	41088	41088	41088	41084	41084	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7165	7165	Anopheles gambiae	7165	7165	7165	7165	7165	7165	7165	7165	7165	44542	44542	44542	44542	44537	44534	7164	7164	7164	7164	7164	7164	7164	7164	43816	43816	43816	7157	7157	7157	41827	41827	41827	41827	41827	41827	41827	41827	41827	43786	43786	43786	43786	7148	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7227	7227	Drosophila melanogaster	7227	7227	7227	7227	7227	7227	7227	7227	7227	7227	32351	32351	32346	32346	32341	7215	7215	7215	7215	7215	7215	46877	46877	43845	43845	43845	7214	7214	7214	43746	43746	43746	43741	43741	43738	43738	480117	480118	43733	43733	43733	43733	7203	7203	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7260	7260	Drosophila willistoni	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	32367	32367	32365	32365	32341	7215	7215	7215	7215	7215	7215	46877	46877	43845	43845	43845	7214	7214	7214	43746	43746	43746	43741	43741	43738	43738	480117	480118	43733	43733	43733	43733	7203	7203	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
